city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount (R$)
São Paulo,84,2,2,0,12,not acept,not furnished,6300
Porto Alegre,272,3,4,3,-,not acept,not furnished,3990
São Paulo,43,2,1,1,16,acept,not furnished,1050
São Paulo,400,4,4,0,-,acept,not furnished,4500
Porto Alegre,48,1,1,0,2,acept,not furnished,900
Porto Alegre,71,2,2,1,2,acept,not furnished,892
São Paulo,100,6,7,5,-,acept,not furnished,10660
São Paulo,225,4,2,2,11,acept,not furnished,6500
São Paulo,280,3,2,0,7,acept,not furnished,3000
Belo Horizonte,62,2,1,1,2,acept,not furnished,1300
São Paulo,330,5,3,6,-,acept,not furnished,10500
São Paulo,90,3,2,1,2,acept,not furnished,2000
São Paulo,60,2,1,1,7,acept,not furnished,1230
Rio de Janeiro,67,3,2,0,1,not acept,not furnished,2810
São Paulo,287,4,5,3,-,acept,not furnished,10000
São Paulo,156,3,2,1,-,acept,not furnished,6400
São Paulo,273,4,4,2,4,not acept,not furnished,9000
São Paulo,320,3,3,4,-,acept,not furnished,9000
Porto Alegre,330,3,4,2,-,acept,furnished,9000
São Paulo,50,1,1,1,-,acept,not furnished,900
Rio de Janeiro,15,1,1,0,4,not acept,not furnished,908
Porto Alegre,100,3,1,1,3,acept,not furnished,1240
São Paulo,50,1,2,0,-,not acept,not furnished,1510
Campinas,60,2,1,1,3,acept,not furnished,1000
Rio de Janeiro,40,1,1,0,2,acept,not furnished,1950
São Paulo,312,3,6,3,-,acept,furnished,6300
São Paulo,86,2,1,1,12,acept,not furnished,3007
Rio de Janeiro,280,4,4,2,3,acept,not furnished,9850
Belo Horizonte,260,4,4,6,10,acept,furnished,11900
Porto Alegre,68,2,1,1,5,acept,not furnished,800
Rio de Janeiro,58,2,2,1,11,acept,not furnished,800
Campinas,68,2,1,0,-,acept,not furnished,1650
São Paulo,60,2,2,1,14,not acept,furnished,2600
Campinas,47,1,1,0,8,acept,not furnished,520
Campinas,87,3,2,1,4,acept,not furnished,1173
São Paulo,51,1,1,0,32,not acept,not furnished,3250
São Paulo,120,2,2,1,4,not acept,not furnished,1450
Campinas,52,2,1,1,8,acept,furnished,2280
Rio de Janeiro,56,2,1,1,4,acept,not furnished,960
Campinas,50,1,1,1,2,not acept,not furnished,647
São Paulo,1000,4,5,7,5,acept,not furnished,6800
São Paulo,36,1,1,1,11,not acept,furnished,3800
São Paulo,260,2,4,4,14,acept,not furnished,3455
São Paulo,55,2,1,1,11,acept,furnished,1700
São Paulo,150,2,3,1,-,acept,not furnished,1650
São Paulo,146,3,3,3,11,not acept,not furnished,7000
São Paulo,320,3,4,3,-,acept,not furnished,12000
Rio de Janeiro,70,2,1,1,2,acept,not furnished,2200
Campinas,69,3,2,2,11,acept,not furnished,2000
Campinas,100,4,2,1,-,acept,not furnished,1600
São Paulo,50,1,1,0,3,acept,not furnished,2800
São Paulo,33,1,1,0,12,acept,not furnished,1650
São Paulo,230,3,4,4,-,not acept,furnished,5500
São Paulo,120,3,4,3,13,acept,not furnished,5600
São Paulo,55,1,2,0,17,not acept,not furnished,1800
São Paulo,20,1,1,0,3,acept,furnished,2800
Campinas,55,1,1,1,8,not acept,not furnished,1100
Porto Alegre,46,1,1,1,3,acept,not furnished,1100
São Paulo,48,2,1,1,3,acept,not furnished,1550
Rio de Janeiro,95,2,1,0,6,acept,not furnished,1670
São Paulo,330,4,4,5,-,acept,furnished,10000
São Paulo,50,2,1,1,15,acept,not furnished,1300
Campinas,79,2,2,2,1,acept,not furnished,1000
Campinas,60,2,1,1,-,not acept,not furnished,830
Campinas,35,1,1,1,-,not acept,furnished,1000
São Paulo,550,4,5,6,21,acept,not furnished,10500
São Paulo,380,4,4,3,1,acept,not furnished,8000
São Paulo,85,2,1,0,4,acept,furnished,2190
São Paulo,50,2,1,0,6,acept,not furnished,1900
São Paulo,167,3,4,3,6,not acept,not furnished,9000
Porto Alegre,60,2,1,1,4,acept,not furnished,1000
São Paulo,147,3,4,2,2,acept,furnished,11000
São Paulo,113,3,2,1,4,acept,not furnished,3000
São Paulo,136,3,4,3,13,acept,not furnished,6100
Belo Horizonte,25,1,1,1,1,not acept,not furnished,500
São Paulo,50,2,1,1,10,acept,not furnished,1300
São Paulo,173,3,4,3,2,acept,not furnished,1950
São Paulo,272,3,5,4,8,acept,not furnished,7000
São Paulo,70,3,1,0,-,acept,not furnished,1300
São Paulo,57,1,2,0,17,acept,not furnished,1400
Belo Horizonte,350,5,5,2,5,acept,furnished,4000
Rio de Janeiro,311,4,3,1,8,acept,furnished,15000
São Paulo,71,2,2,2,14,not acept,not furnished,3000
São Paulo,90,2,1,1,2,acept,not furnished,3000
Belo Horizonte,500,3,1,2,-,acept,not furnished,1280
São Paulo,250,3,3,2,7,not acept,furnished,5380
São Paulo,369,4,4,5,12,acept,furnished,15000
São Paulo,100,2,4,1,-,acept,not furnished,3500
São Paulo,240,4,4,4,8,acept,furnished,2890
Belo Horizonte,230,4,5,4,3,acept,not furnished,9240
São Paulo,125,3,2,2,-,acept,furnished,3000
Rio de Janeiro,70,2,1,1,15,not acept,not furnished,1500
Rio de Janeiro,40,2,2,0,2,acept,not furnished,1000
São Paulo,300,3,3,4,-,acept,not furnished,7900
São Paulo,79,2,2,1,2,not acept,not furnished,1600
São Paulo,46,1,1,1,7,acept,not furnished,2400
Rio de Janeiro,40,2,1,0,4,acept,not furnished,1490
Rio de Janeiro,50,1,1,0,5,acept,not furnished,2308
Campinas,235,4,4,3,13,acept,not furnished,5500
São Paulo,480,4,4,4,12,acept,furnished,15000
São Paulo,123,3,2,2,7,not acept,not furnished,2450
São Paulo,100,4,5,4,1,acept,not furnished,2750
Belo Horizonte,400,6,5,5,-,acept,not furnished,7500
Rio de Janeiro,75,2,1,0,10,not acept,not furnished,1850
São Paulo,45,1,1,0,12,not acept,not furnished,3400
Rio de Janeiro,50,2,1,1,11,acept,not furnished,1600
Belo Horizonte,137,3,2,0,2,not acept,not furnished,2000
Porto Alegre,45,1,1,1,6,acept,not furnished,1800
São Paulo,60,2,1,1,7,acept,not furnished,1800
São Paulo,68,2,1,0,2,acept,not furnished,1500
São Paulo,66,2,2,1,1,not acept,not furnished,1275
São Paulo,52,2,1,1,6,not acept,furnished,2800
Belo Horizonte,460,5,8,5,-,not acept,not furnished,7320
São Paulo,100,2,2,5,-,acept,not furnished,6800
Rio de Janeiro,52,1,1,0,1,acept,not furnished,1200
Campinas,42,1,1,0,5,not acept,not furnished,950
São Paulo,127,3,2,2,9,acept,not furnished,4000
Porto Alegre,72,3,1,1,2,acept,furnished,1599
São Paulo,82,3,2,2,6,acept,furnished,2230
São Paulo,250,4,4,4,4,acept,not furnished,8500
Porto Alegre,30,1,1,0,11,acept,not furnished,1300
São Paulo,600,4,5,3,-,acept,not furnished,15000
Porto Alegre,67,2,2,1,8,acept,not furnished,1700
São Paulo,67,1,2,2,17,acept,not furnished,2230
Porto Alegre,41,1,1,0,13,acept,not furnished,2300
São Paulo,300,4,3,1,9,not acept,furnished,8000
São Paulo,50,2,2,0,-,not acept,not furnished,1100
São Paulo,75,3,2,1,8,not acept,not furnished,1900
São Paulo,50,1,1,0,-,not acept,not furnished,1000
Campinas,65,2,1,2,2,acept,not furnished,800
São Paulo,129,3,4,2,3,acept,not furnished,5155
São Paulo,100,1,2,2,11,acept,not furnished,5850
Porto Alegre,116,4,3,1,3,acept,furnished,2700
São Paulo,300,3,3,4,-,acept,not furnished,9000
Porto Alegre,45,1,1,1,9,not acept,furnished,3300
São Paulo,43,1,1,0,11,acept,not furnished,2000
São Paulo,25,1,1,0,7,acept,not furnished,1610
Rio de Janeiro,410,4,5,2,-,acept,furnished,4000
São Paulo,126,4,2,2,4,acept,not furnished,3000
São Paulo,350,5,4,3,16,acept,not furnished,15000
São Paulo,25,1,1,0,-,not acept,furnished,1750
São Paulo,48,2,1,1,15,not acept,not furnished,1260
São Paulo,300,3,2,2,-,acept,furnished,8820
Rio de Janeiro,80,2,1,0,6,acept,not furnished,2800
Rio de Janeiro,163,3,3,0,2,acept,not furnished,6400
São Paulo,93,3,1,2,8,acept,not furnished,1550
Belo Horizonte,65,1,1,1,10,acept,not furnished,3600
Rio de Janeiro,47,1,1,0,7,acept,furnished,2000
São Paulo,260,4,6,5,-,acept,not furnished,6000
Rio de Janeiro,80,3,1,0,2,acept,not furnished,1510
Porto Alegre,37,1,1,0,6,acept,furnished,2220
São Paulo,126,3,2,2,13,acept,not furnished,2400
Belo Horizonte,220,4,4,3,-,not acept,not furnished,2602
São Paulo,160,3,5,2,-,acept,not furnished,12000
Campinas,100,3,2,1,1,acept,not furnished,1700
São Paulo,29,1,1,0,7,not acept,furnished,2900
São Paulo,192,4,5,4,11,not acept,furnished,15000
São Paulo,60,2,1,0,3,not acept,not furnished,1300
Belo Horizonte,40,2,1,0,11,not acept,not furnished,1100
São Paulo,339,4,5,4,13,acept,furnished,15000
Porto Alegre,115,3,3,1,6,acept,not furnished,3250
Rio de Janeiro,27,1,1,0,5,not acept,furnished,3000
Porto Alegre,47,1,1,1,1,not acept,furnished,2200
São Paulo,197,3,4,3,16,acept,furnished,6502
São Paulo,44,1,1,1,3,acept,not furnished,3450
São Paulo,226,4,5,6,14,acept,not furnished,12000
São Paulo,100,2,1,1,10,not acept,furnished,2900
Belo Horizonte,300,4,3,4,-,acept,not furnished,7500
Porto Alegre,75,3,2,2,8,acept,not furnished,1700
São Paulo,160,2,1,3,-,acept,not furnished,4000
Campinas,53,1,1,0,6,acept,not furnished,500
Rio de Janeiro,80,3,2,0,10,not acept,furnished,1105
Porto Alegre,43,1,1,1,12,not acept,furnished,2200
São Paulo,330,4,5,5,22,not acept,not furnished,4500
São Paulo,353,5,7,5,12,acept,not furnished,10000
São Paulo,52,2,1,0,3,acept,not furnished,1340
São Paulo,185,3,3,2,5,acept,not furnished,3280
Rio de Janeiro,90,2,1,0,9,acept,not furnished,960
Campinas,48,1,1,0,13,acept,not furnished,950
Belo Horizonte,82,2,2,2,11,not acept,not furnished,3800
São Paulo,90,3,2,1,2,acept,furnished,1631
Porto Alegre,42,1,1,1,2,not acept,not furnished,800
Campinas,290,4,3,1,5,acept,not furnished,2600
São Paulo,350,4,5,2,-,acept,not furnished,5000
Campinas,110,3,3,2,-,acept,not furnished,3200
Campinas,50,1,1,1,1,acept,not furnished,1200
São Paulo,45,1,1,1,1,not acept,furnished,5520
Belo Horizonte,70,3,2,1,3,acept,not furnished,1400
São Paulo,50,2,1,1,12,acept,not furnished,1490
São Paulo,45,1,1,1,8,not acept,not furnished,2349
São Paulo,180,2,2,0,2,not acept,not furnished,2760
Belo Horizonte,65,2,1,1,2,not acept,not furnished,908
São Paulo,50,1,1,1,3,not acept,furnished,3900
São Paulo,250,3,3,2,3,acept,not furnished,9500
São Paulo,90,2,1,0,1,acept,not furnished,2000
São Paulo,39,2,1,0,1,acept,not furnished,1430
São Paulo,180,3,2,1,2,acept,not furnished,10000
Rio de Janeiro,72,2,2,1,5,acept,not furnished,1200
Belo Horizonte,300,4,4,4,17,acept,furnished,7500
São Paulo,45,1,1,1,12,not acept,not furnished,3200
São Paulo,84,1,2,0,1,acept,furnished,6000
São Paulo,228,3,4,3,12,not acept,furnished,4800
Rio de Janeiro,126,3,2,1,11,acept,not furnished,3200
São Paulo,260,3,3,3,8,acept,furnished,5000
Campinas,230,3,3,3,6,acept,not furnished,4500
São Paulo,160,4,2,2,-,acept,not furnished,2580
Rio de Janeiro,90,2,2,1,1,acept,furnished,2600
São Paulo,136,1,2,2,16,not acept,not furnished,3000
Campinas,109,4,3,2,6,not acept,not furnished,2300
Campinas,437,3,6,6,-,acept,furnished,13500
São Paulo,400,4,4,3,-,acept,not furnished,10000
Rio de Janeiro,90,3,3,1,3,acept,not furnished,1950
Belo Horizonte,120,4,3,2,5,acept,not furnished,2800
Porto Alegre,23,1,1,1,5,not acept,not furnished,1100
Porto Alegre,45,2,1,0,1,acept,not furnished,1000
São Paulo,51,1,1,1,3,acept,furnished,3500
São Paulo,150,3,3,2,-,acept,not furnished,2050
Rio de Janeiro,200,4,3,4,10,acept,not furnished,6800
São Paulo,25,1,1,0,-,not acept,furnished,1184
São Paulo,47,2,1,1,11,acept,not furnished,2460
São Paulo,340,3,4,4,2,not acept,not furnished,12500
Campinas,252,3,3,4,-,acept,not furnished,3300
São Paulo,72,2,1,1,3,acept,not furnished,1200
São Paulo,159,3,2,1,7,not acept,not furnished,3500
São Paulo,270,3,4,3,-,acept,not furnished,6800
Rio de Janeiro,80,2,2,1,12,acept,not furnished,1360
São Paulo,700,6,6,6,-,acept,not furnished,8500
São Paulo,96,2,2,2,4,acept,furnished,6500
São Paulo,134,3,3,3,11,not acept,not furnished,8000
Belo Horizonte,60,2,1,1,11,acept,not furnished,1550
São Paulo,87,2,2,1,3,acept,furnished,3337
São Paulo,45,1,1,0,-,not acept,not furnished,1200
São Paulo,350,4,2,8,-,acept,not furnished,7000
Porto Alegre,40,2,1,1,4,not acept,not furnished,702
Rio de Janeiro,110,2,3,1,1,not acept,not furnished,4600
São Paulo,180,3,3,2,6,acept,not furnished,2800
Campinas,800,4,7,4,-,acept,not furnished,15000
São Paulo,61,2,2,1,13,acept,not furnished,4000
Rio de Janeiro,60,2,1,0,6,acept,not furnished,2350
Rio de Janeiro,25,1,1,0,4,acept,not furnished,550
São Paulo,84,3,1,1,17,acept,not furnished,2300
São Paulo,84,3,3,2,7,acept,not furnished,1600
São Paulo,220,3,5,4,10,acept,not furnished,6800
São Paulo,300,5,5,3,-,acept,not furnished,4700
São Paulo,269,4,4,5,21,acept,furnished,14000
Rio de Janeiro,98,3,2,0,5,acept,not furnished,3500
São Paulo,65,1,2,2,3,not acept,furnished,3400
São Paulo,139,3,2,0,7,acept,not furnished,8000
Porto Alegre,480,5,4,7,-,acept,not furnished,3600
São Paulo,60,1,1,1,-,not acept,not furnished,1400
São Paulo,50,2,1,1,6,acept,not furnished,1305
Belo Horizonte,70,2,1,1,-,acept,furnished,1400
Porto Alegre,80,3,2,0,7,acept,furnished,2000
São Paulo,100,1,4,1,-,acept,not furnished,11000
Campinas,194,3,2,3,-,acept,not furnished,3500
São Paulo,250,5,5,4,3,acept,not furnished,2000
Rio de Janeiro,120,3,2,1,2,acept,furnished,4113
São Paulo,80,2,1,2,-,acept,not furnished,2000
São Paulo,73,2,1,1,12,acept,not furnished,1480
São Paulo,122,2,1,2,-,acept,not furnished,2360
Belo Horizonte,24,1,1,0,1,not acept,not furnished,680
Campinas,37,1,1,0,4,not acept,furnished,761
São Paulo,60,1,2,0,-,not acept,not furnished,1600
São Paulo,55,2,1,1,-,acept,not furnished,1250
Rio de Janeiro,300,4,2,2,6,acept,not furnished,9000
São Paulo,140,4,3,2,-,not acept,not furnished,2600
São Paulo,500,4,4,8,12,acept,furnished,15000
São Paulo,100,2,1,0,-,not acept,not furnished,1100
São Paulo,60,1,1,0,-,not acept,not furnished,980
São Paulo,40,1,1,1,16,acept,furnished,3500
São Paulo,70,2,1,1,16,not acept,not furnished,2600
Belo Horizonte,60,3,1,1,4,acept,not furnished,1300
Porto Alegre,350,3,3,3,-,acept,not furnished,15000
São Paulo,258,4,5,3,4,acept,furnished,5000
Belo Horizonte,220,4,4,0,13,not acept,not furnished,8000
São Paulo,120,3,3,2,7,acept,not furnished,9000
São Paulo,223,3,4,3,-,acept,not furnished,5500
Porto Alegre,43,1,1,1,14,acept,not furnished,1800
São Paulo,215,3,3,4,-,acept,not furnished,4800
São Paulo,39,2,1,0,3,acept,not furnished,1450
São Paulo,35,1,1,0,1,acept,not furnished,1400
Belo Horizonte,15,1,1,0,3,not acept,furnished,1100
São Paulo,600,4,3,3,1,acept,not furnished,3750
São Paulo,600,4,4,4,-,acept,not furnished,6800
São Paulo,52,2,1,1,7,acept,not furnished,1658
Campinas,200,3,3,5,-,acept,not furnished,2650
São Paulo,200,3,2,3,-,acept,not furnished,2900
Porto Alegre,47,1,1,1,1,not acept,furnished,2200
São Paulo,60,1,1,1,7,not acept,not furnished,2023
São Paulo,57,2,2,1,8,acept,not furnished,4150
São Paulo,57,2,2,1,22,not acept,furnished,4500
São Paulo,76,3,2,0,4,acept,not furnished,1600
Belo Horizonte,130,3,2,0,-,acept,not furnished,2149
São Paulo,96,3,3,1,11,acept,not furnished,2290
São Paulo,70,2,2,1,1,acept,not furnished,1000
São Paulo,90,3,3,2,1,acept,not furnished,1997
São Paulo,85,2,1,1,16,acept,not furnished,1515
São Paulo,25,1,1,0,3,acept,not furnished,1650
Rio de Janeiro,40,2,1,1,4,acept,not furnished,1000
São Paulo,71,2,2,2,19,acept,not furnished,3000
Belo Horizonte,120,3,2,2,3,not acept,not furnished,1300
Rio de Janeiro,62,2,1,1,4,not acept,furnished,1600
São Paulo,215,3,1,3,-,acept,not furnished,7000
São Paulo,190,3,3,3,6,acept,furnished,4500
Porto Alegre,190,4,3,1,-,acept,furnished,6450
Rio de Janeiro,220,4,2,1,7,acept,furnished,5000
Rio de Janeiro,373,3,2,2,5,acept,furnished,8500
São Paulo,900,5,5,5,-,not acept,not furnished,15000
Belo Horizonte,100,3,2,2,2,acept,not furnished,1600
Rio de Janeiro,180,4,2,1,8,acept,not furnished,3000
São Paulo,100,1,2,2,3,not acept,not furnished,5000
São Paulo,58,2,2,2,10,acept,not furnished,2100
São Paulo,110,3,3,3,7,acept,not furnished,5000
São Paulo,100,2,3,2,27,acept,furnished,6028
São Paulo,75,2,1,1,-,acept,not furnished,2450
São Paulo,78,3,2,1,2,not acept,not furnished,1900
São Paulo,152,3,3,1,5,not acept,furnished,5200
Campinas,42,1,1,1,16,not acept,furnished,1200
São Paulo,50,1,1,0,-,acept,not furnished,1200
São Paulo,150,2,2,2,-,acept,not furnished,2640
Rio de Janeiro,56,2,2,1,2,acept,not furnished,2800
São Paulo,250,3,3,0,-,acept,not furnished,3200
Campinas,197,3,4,4,8,acept,not furnished,9000
São Paulo,348,4,4,1,15,acept,furnished,7511
São Paulo,300,4,2,6,-,acept,not furnished,5000
São Paulo,300,4,5,4,6,acept,not furnished,5500
Campinas,60,3,1,1,5,not acept,not furnished,1800
São Paulo,200,3,4,2,10,acept,not furnished,7000
Campinas,900,3,6,8,-,acept,not furnished,15000
São Paulo,50,2,1,1,-,not acept,not furnished,1400
Belo Horizonte,63,2,1,1,4,not acept,not furnished,900
Porto Alegre,80,1,1,0,-,acept,not furnished,800
Porto Alegre,600,5,7,5,-,acept,not furnished,7000
Belo Horizonte,456,4,2,0,-,acept,not furnished,3080
São Paulo,44,1,1,0,4,acept,not furnished,3200
São Paulo,35,1,1,1,17,acept,furnished,4000
São Paulo,399,3,5,4,21,acept,not furnished,12000
Rio de Janeiro,100,3,1,0,13,acept,not furnished,3700
São Paulo,40,1,1,1,1,acept,not furnished,1500
Campinas,100,2,1,3,-,acept,not furnished,1250
Campinas,90,3,1,1,1,acept,not furnished,960
São Paulo,150,2,3,3,-,acept,not furnished,3100
Campinas,55,1,1,1,9,acept,furnished,2600
Porto Alegre,135,4,4,1,6,acept,furnished,3200
Belo Horizonte,350,3,2,6,-,acept,not furnished,3800
São Paulo,88,3,2,1,1,not acept,not furnished,1700
Rio de Janeiro,75,2,2,1,9,acept,not furnished,2800
São Paulo,128,3,3,0,3,acept,furnished,12000
São Paulo,30,1,1,0,2,not acept,not furnished,2000
Campinas,132,4,2,2,5,acept,not furnished,3300
São Paulo,100,2,3,1,-,not acept,not furnished,1500
São Paulo,50,2,3,0,-,not acept,not furnished,1740
Porto Alegre,121,3,2,2,2,acept,not furnished,2650
São Paulo,279,5,5,6,3,acept,furnished,4420
Rio de Janeiro,37,1,1,0,10,not acept,furnished,4700
São Paulo,240,3,3,2,-,acept,not furnished,2500
São Paulo,164,3,3,1,1,not acept,not furnished,6300
São Paulo,65,2,2,2,4,acept,not furnished,5000
Belo Horizonte,127,2,2,0,14,acept,furnished,2000
São Paulo,78,3,1,2,7,acept,not furnished,3200
Belo Horizonte,65,2,1,1,5,acept,not furnished,900
Belo Horizonte,66,2,1,1,3,acept,not furnished,1000
São Paulo,185,3,3,2,9,acept,not furnished,12000
Belo Horizonte,420,4,4,5,-,acept,not furnished,9000
São Paulo,70,2,1,0,-,acept,not furnished,3000
São Paulo,37,1,1,0,10,acept,not furnished,1500
Rio de Janeiro,30,1,1,0,3,acept,not furnished,750
São Paulo,300,2,3,2,-,acept,furnished,3200
São Paulo,72,2,2,1,11,acept,not furnished,3990
São Paulo,230,4,3,1,2,not acept,not furnished,3600
Belo Horizonte,52,2,2,1,4,acept,not furnished,900
Campinas,26,1,1,0,2,acept,not furnished,500
São Paulo,113,2,1,1,5,acept,not furnished,3000
Belo Horizonte,178,3,2,2,2,acept,not furnished,1660
Rio de Janeiro,60,1,1,1,7,not acept,furnished,1700
São Paulo,189,3,3,0,5,acept,not furnished,4100
Campinas,250,4,4,0,-,acept,not furnished,3825
São Paulo,120,3,2,2,14,acept,not furnished,5500
São Paulo,237,4,3,4,4,not acept,not furnished,5000
Rio de Janeiro,168,3,2,3,9,acept,not furnished,13200
São Paulo,20,1,1,0,2,acept,furnished,1800
Campinas,55,1,1,1,2,acept,not furnished,700
Rio de Janeiro,90,3,2,1,1,not acept,furnished,2550
Campinas,190,2,2,0,8,not acept,not furnished,1300
Porto Alegre,44,1,1,0,3,acept,not furnished,940
São Paulo,210,3,2,0,11,acept,furnished,4000
Belo Horizonte,230,3,4,4,17,acept,furnished,15000
São Paulo,300,3,3,4,12,acept,not furnished,6500
Belo Horizonte,400,6,4,0,-,acept,not furnished,15000
São Paulo,273,3,3,1,5,acept,not furnished,4250
São Paulo,200,4,4,3,9,acept,furnished,5000
São Paulo,121,3,3,2,-,acept,not furnished,3750
Rio de Janeiro,40,1,1,0,5,acept,not furnished,2200
São Paulo,55,1,1,0,3,not acept,furnished,1824
São Paulo,120,1,1,2,7,acept,not furnished,2190
Campinas,144,3,2,3,-,acept,not furnished,4000
Campinas,60,2,1,1,2,acept,not furnished,1000
São Paulo,60,1,1,2,9,not acept,not furnished,1500
Rio de Janeiro,49,1,1,0,2,acept,not furnished,1235
Porto Alegre,107,3,3,2,6,acept,not furnished,4270
Campinas,202,3,2,4,-,acept,not furnished,3500
São Paulo,60,1,1,1,11,not acept,furnished,5440
São Paulo,156,3,4,2,7,acept,not furnished,2000
Rio de Janeiro,100,3,1,0,1,acept,not furnished,2200
São Paulo,70,2,2,0,14,not acept,not furnished,3200
São Paulo,45,1,1,0,3,not acept,furnished,3850
Rio de Janeiro,100,3,1,1,2,acept,not furnished,1400
Campinas,52,1,1,1,3,acept,furnished,3000
São Paulo,120,3,2,2,-,acept,not furnished,5000
Porto Alegre,80,3,2,2,2,acept,not furnished,2350
São Paulo,320,4,2,2,-,acept,furnished,8000
São Paulo,90,2,2,1,3,acept,not furnished,3000
Belo Horizonte,139,4,1,2,3,not acept,not furnished,4200
São Paulo,400,3,3,4,-,acept,not furnished,3650
São Paulo,320,3,5,8,-,not acept,not furnished,9000
São Paulo,63,3,2,1,4,not acept,not furnished,2273
Porto Alegre,40,1,1,1,9,not acept,furnished,1200
Rio de Janeiro,135,3,2,2,4,not acept,not furnished,2600
Rio de Janeiro,100,3,2,1,5,acept,not furnished,1870
Belo Horizonte,274,4,5,5,10,not acept,not furnished,13000
Rio de Janeiro,70,1,1,0,11,not acept,furnished,5000
São Paulo,240,3,1,2,8,acept,not furnished,4000
Campinas,97,1,1,0,12,acept,not furnished,720
Campinas,270,3,3,5,-,acept,not furnished,7500
Rio de Janeiro,160,3,2,0,8,not acept,furnished,6500
Belo Horizonte,20,1,1,1,-,acept,furnished,1100
